geoname_id,country_name,city_name
146523,Cyprus,Kato Lakatameia
146612,Cyprus,Galata
146615,Cyprus,
146617,Cyprus,Famagusta
146628,Cyprus,Erimi
146633,Cyprus,Episkopi
146637,Cyprus,Egkomi
146638,Cyprus,Egkomi
146639,Cyprus,Empa
146654,Cyprus,Dhromolaxia
146661,Cyprus,Deryneia
146666,Cyprus,Dali
146669,Cyprus,
146735,Cyprus,Saint Athanasios
146744,Cyprus,Agia Varvara
146748,Cyprus,Ayia Napa
146761,Cyprus,Avgorou
146767,Cyprus,Achna
146768,Cyprus,Athienou
146795,Cyprus,Arakapas
146796,Cyprus,Aradippou
146817,Cyprus,Anarita
146961,Azerbaijan,Yardimli
147271,Azerbaijan,Salyan
147429,Azerbaijan,Nakhchivan
148730,Tanzania,Zanzibar
148842,Tanzania,Wete
149129,Tanzania,Ushirombo
149402,Tanzania,Tunduma
149590,Tanzania,
149606,Tanzania,Tanga
149658,Tanzania,Tabora
149703,Tanzania,Sumbawanga
149792,Tanzania,Somanda
149879,Tanzania,Singida
150006,Tanzania,Shinyanga
151479,Tanzania,Njombe
152224,Tanzania,Mwanza
152451,Tanzania,Musoma
153176,Tanzania,Mpanda
153209,Tanzania,Moshi
153220,Tanzania,Morogoro
154380,Tanzania,Mbeya
155101,Tanzania,Makumbako
155405,Tanzania,Mafinga
156479,Tanzania,Korogwe
156589,Tanzania,Koani
156951,Tanzania,Kisiju
157738,Tanzania,Kigoma
158027,Tanzania,Kibaha
158214,Tanzania,Kasulu
158597,Tanzania,Kahama
159071,Tanzania,Iringa
159134,Tanzania,Inyonga
159675,Tanzania,Handeni
159908,Tanzania,Geita
159936,Tanzania,Gamba
160196,Tanzania,Dodoma
160263,Tanzania,Dar es Salaam
160677,Tanzania,Chake Chake
160961,Tanzania,Bukoba
161312,Tanzania,Babati
161325,Tanzania,Arusha
161704,Turkmenistan,Kurtli
161940,Turkmenistan,Gyami
161943,Turkmenistan,Gumdag
162183,Turkmenistan,Ashgabat
163843,Syria,
167444,Israel,Majdal Shams
170017,Syria,Hama
170063,Syria,Aleppo
170654,Syria,Damascus
173576,Syria,Latakia
174255,Syria,Ad Darah
174710,Armenia,Yeghegnadzor
174828,Armenia,Malishka
174875,Armenia,Kapan
174884,Armenia,Jermuk
174979,Armenia,Artashat
174982,Armenia,
175007,Armenia,Agarak
179330,Kenya,Thika
179750,Kenya,Sultan Hamud
181032,Kenya,Ruiru
182701,Kenya,Nyeri
184433,Kenya,Nanyuki
184622,Kenya,Nakuru
184707,Kenya,Naivasha
184742,Kenya,
184745,Kenya,Nairobi
185401,Kenya,Muthaiga
186216,Kenya,Mosoriot
186301,Kenya,Mombasa
186827,Kenya,Meru
187896,Kenya,Mandera
188492,Kenya,Machakos
189386,Kenya,Limuru
191245,Kenya,Kisumu
191299,Kenya,Kisii
192067,Kenya,Kilifi
192126,Kenya,Kikuyu
192710,Kenya,Kiambu
192859,Kenya,Kerugoya
192869,Kenya,Keroka
192900,Kenya,Kericho
192950,Kenya,
193824,Kenya,Karatina
195015,Kenya,Kalimoni
195298,Kenya,Kajiado
195902,Kenya,Juja
197745,Kenya,Garissa
198476,Kenya,Embu
198629,Kenya,Eldoret
200304,Kenya,Bondo
200787,Kenya,Athi River
202061,Rwanda,Kigali
202905,Rwanda,Gisenyi
203312,Congo,
203717,Congo,Yangambi
203718,Congo,Yanga-Libenge
205379,Congo,Sungu-Monga
207570,Congo,Mwene-Ditu
209228,Congo,Mbuji-Mayi
209788,Congo,Maluku
210939,Congo,Luebo
211647,Congo,Lodja
212360,Congo,Kongolo
212902,Congo,Kindu
215771,Congo,Isiro
216281,Congo,Goma
216449,Congo,Gandajika
217695,Congo,Bunia
217831,Congo,Bukavu
218679,Congo,Boende
219057,Congo,Beni
220448,Congo,Aketi
220782,Djibouti,Tadjoura
221527,Djibouti,Obock
223816,Djibouti,
223817,Djibouti,Djibouti
223890,Djibouti,Dikhil
224152,Djibouti,Danan
225037,Djibouti,Arta
225284,Djibouti,Ali Sabih
226074,Uganda,
229139,Uganda,Mityana
229268,Uganda,Mbarara
229278,Uganda,Mbale
232422,Uganda,Kampala
233114,Uganda,Jinja
233346,Uganda,Gulu
235826,Central African Republic,Zemio
236844,Central African Republic,Ouango
236863,Central African Republic,Ouanda Djallé
236901,Central African Republic,Ouadda
236950,Central African Republic,Obo
238566,Central African Republic,Ippy
239880,Central African Republic,
239899,Central African Republic,Bria
240210,Central African Republic,Birao
240498,Central African Republic,Bangassou
240592,Central African Republic,Bamingui
240604,Central African Republic,Bambari
240999,Central African Republic,Alindao
241131,Seychelles,Victoria
241150,Seychelles,Takamaka
241170,Seychelles,
241214,Seychelles,Port Glaud
241395,Seychelles,Cascade
241423,Seychelles,Bel Ombre
241427,Seychelles,Beau Vallon
241443,Seychelles,Anse Royale
241448,Seychelles,Anse Boileau
244128,Chad,Fada
244878,Chad,Biltine
245338,Chad,Am Timan
245785,Chad,Abéché
247068,Hashemite Kingdom of Jordan,Sakib
247108,Hashemite Kingdom of Jordan,Safut
247340,Hashemite Kingdom of Jordan,Raymun
248174,Hashemite Kingdom of Jordan,Marka
248370,Hashemite Kingdom of Jordan,Madaba
248816,Hashemite Kingdom of Jordan,
248875,Hashemite Kingdom of Jordan,Jerash
248946,Hashemite Kingdom of Jordan,Irbid
249310,Hashemite Kingdom of Jordan,Halawah
249842,Hashemite Kingdom of Jordan,Busayra
250090,Hashemite Kingdom of Jordan,Zarqa
250198,Hashemite Kingdom of Jordan,At Tafilah
250258,Hashemite Kingdom of Jordan,Salt
250267,Hashemite Kingdom of Jordan,As Safi
250290,Hashemite Kingdom of Jordan,Ash Shawbak
250336,Hashemite Kingdom of Jordan,Ar Ramtha
250441,Hashemite Kingdom of Jordan,Amman
250582,Hashemite Kingdom of Jordan,Mafraq
250625,Hashemite Kingdom of Jordan,
250637,Hashemite Kingdom of Jordan,Al Jubayhah
250731,Hashemite Kingdom of Jordan,Al Burj
250751,Hashemite Kingdom of Jordan,
250774,Hashemite Kingdom of Jordan,Aqaba
251253,Greece,Zarkos
251280,Greece,Zakynthos
251297,Greece,Gytheion
251525,Greece,Xylokastro
251606,Greece,Vrontados
251773,Greece,Vouliagmeni
251780,Greece,Voula
251823,Greece,Vonitsa
251833,Greece,Volos
251876,Greece,Moschato
252166,Greece,Vathy
252190,Greece,Vasiliko
252239,Greece,Vartholomio
252255,Greece,Varkiza
252270,Greece,Vari
252291,Greece,Varda
252310,Greece,Vamos
252569,Greece,Tropaia
252601,Greece,Tripoli
252664,Greece,Trikala
252685,Greece,Ialysos
252848,Greece,Tyrnavos
252854,Greece,Tinos
252862,Greece,Tympaki
252910,Greece,Thebes
252920,Greece,Fira
253025,Greece,Tavros
253145,Greece,Stoupa
253164,Greece,Stypsi
253356,Greece,Spetses
253376,Greece,Spata
253394,Greece,Sparti
253396,Greece,Sparta
253456,Greece,Souda
253581,Greece,Skopelos Town
253614,Greece,Skyros
253643,Greece,Skiathos
253739,Greece,Skala
253759,Greece,Sitia
253858,Greece,Symi
254115,Greece,Samos
254352,Greece,Rethymno
254425,Greece,Rafina
254698,Greece,Preveza
254865,Greece,Poros
254920,Greece,Polydroso
255110,Greece,Plakias
255229,Greece,Pyrgos
255274,Greece,Piraeus
255293,Greece,Pylos
255319,Greece,Pikermi
255361,Greece,Pefki
255470,Greece,Petalidi
255524,Greece,Peristeri
255585,Greece,Perama
255588,Greece,Perama
255654,Greece,Gaios
255683,Greece,Pátrai
255721,Greece,Paros
255736,Greece,Parga
255760,Greece,Paramythia
255910,Greece,Panagia
255971,Greece,Pallini
256173,Greece,Palaia Fokaia
256174,Greece,Palaia Filippiada
256175,Greece,Palaia Epidavros
256197,Greece,Paiania
256257,Greece,Oropos
256284,Greece,Oreoi
256342,Greece,Papagou
256429,Greece,Nikaia
256492,Greece,Karlovasi
256504,Greece,Oichalia
256558,Greece,Nemea
256575,Greece,Nea Smyrni
256589,Greece,Neapoli
256592,Greece,Nea Peramos
256598,Greece,Nea Makri
256601,Greece,Nea Liosia
256606,Greece,Nea Kios
256614,Greece,Nea Ionia
256626,Greece,Nea Artaki
256632,Greece,Naxos
256637,Greece,Nafplion
256639,Greece,Nafpaktos
256795,Greece,Monemvasía
256833,Greece,Molaoi
256842,Greece,Moires
256866,Greece,Mytilene
256952,Greece,Milos
257056,Greece,Mykonos
257083,Greece,Metsovo
257152,Greece,Messini
257186,Greece,Messolonghi
257302,Greece,Melissia
257322,Greece,Meligalas
257365,Greece,Megara
257395,Greece,Megalopolis
257669,Greece,Markopoulo Oropou
257671,Greece,Markopoulo Mesogaias
257717,Greece,Marathon
257721,Greece,Marathokampos
257811,Greece,Mandra
257859,Greece,Malia
257886,Greece,Malakasa
258007,Greece,Magoula
258066,Greece,Loutraki
258154,Greece,Koukaki
258175,Greece,Lixouri
258314,Greece,Porto Rafti
258332,Greece,Lykovrysi
258385,Greece,Lidoriki
258438,Greece,Lefkada
258463,Greece,Livadeia
258500,Greece,Leonidio
258576,Greece,Larissa
258577,Greece,Larymna
258620,Greece,Lamia
258791,Greece,Kryoneri
258827,Greece,Krieza
258842,Greece,Krestena
258873,Greece,Kranidi
259245,Greece,Kos
259251,Greece,Koropi
259289,Greece,Corinth
259302,Greece,Korydallos
259508,Greece,Kolimbári
259531,Greece,Kokla
259707,Greece,Kythnos
259710,Greece,Cythera
259718,Greece,Kissamos
259723,Greece,Kirinthos
259782,Greece,Kyparissia
259806,Greece,Kymi
259824,Greece,Kifissia
259830,Greece,Kiato
259949,Greece,Cholargos
259973,Greece,Chios
260109,Greece,Agios Konstantinos
260114,Greece,Chania
260133,Greece,Chalcis
260204,Greece,Keratsini
260210,Greece,Keratea
260465,Greece,Metamorfosi
260644,Greece,Kato Achaia
260891,Greece,Karpenisi
260935,Greece,Karystos
260989,Greece,Karditsa
261167,Greece,Kanalaki
261249,Greece,Kamatero
261263,Greece,Kamari
261396,Greece,Kalloni
261414,Greece,Kallithea
261445,Greece,Kalyvia Thorikou
261507,Greece,Kalymnos
261537,Greece,Kalavryta
261601,Greece,Kalambaka
261604,Greece,Kalamata
261678,Greece,Kaisariani
261708,Greece,Ithaki
261715,Greece,Itea
261720,Greece,Istiaia
261743,Greece,Irakleio
261745,Greece,Heraklion
261779,Greece,Ioannina
261807,Greece,Igoumenitsa
261814,Greece,Ierapetra
261822,Greece,Hydra
261864,Greece,Anoixi
262036,Greece,Glyfada
262104,Greece,Gargalianoi
262135,Greece,Galatsi
262398,Greece,Filothei
262418,Greece,Filiatra
262420,Greece,Filiates
262462,Greece,Farsala
262603,Greece,Ermoupolis
262607,Greece,Ermioni
262628,Greece,Eretria
262631,Greece,Erateini
262701,Greece,Elounda
262719,Greece,Elliniko
262752,Greece,Elefsina
262775,Greece,Elateia
262784,Greece,Elassona
262833,Greece,Ekali
263000,Greece,Domokos
263034,Greece,Distomo
263064,Greece,Dionysos
263166,Greece,Deskati
263178,Greece,Derveni
263312,Greece,Dafni
263824,Greece,Agios Nikolaos
264275,Greece,Ayia Anna
264283,Greece,Agia
264308,Greece,Avlonarion
264354,Greece,Attiki
264371,Greece,Athens
264390,Greece,Atalanti
264396,Greece,Astros
264416,Greece,Astakos
264445,Greece,Aspropyrgos
264481,Greece,Asopos
264516,Greece,Argyroupoli
264548,Greece,Artemonas
264559,Greece,Arta
264617,Greece,Arkitsa
264642,Greece,Arkalochori
264668,Greece,Argostoli
264670,Greece,Argos
264714,Greece,Arachova
264839,Greece,Ano Syros
264888,Greece,Ano Liosia
265056,Greece,Andravida
265100,Greece,Anavyssos
265187,Greece,Amfissa
265189,Greece,Amfilochia
265243,Greece,Marousi
265252,Greece,Amaliada
265263,Greece,Alonnisos
265292,Greece,Almyros
265342,Greece,Aliartos
265417,Greece,Akrata
265500,Greece,Aigio
265502,Greece,Aegina
265533,Greece,Aigaleo
265560,Greece,Agrinio
265846,Lebanon,Zgharta
266045,Lebanon,Zahle
266826,Lebanon,Tripoli
267008,Lebanon,Tyre
268064,Lebanon,Sidon
268153,Lebanon,Sarba
268525,Lebanon,Sibline
268661,Lebanon,Riyaq
270350,Lebanon,Miziara
270874,Lebanon,Mastita
272103,Lebanon,
272148,Lebanon,Lala
272176,Lebanon,Kousba
273140,Lebanon,Jounieh
273203,Lebanon,Byblos
273358,Lebanon,Jbaa
274312,Lebanon,Hasbaiya
274723,Lebanon,Halba
274729,Lebanon,Halat
274939,Lebanon,Ghazir
275308,Lebanon,Faraiya
275489,Lebanon,Dmit el Berraniye
275739,Lebanon,Ed Daoura
275789,Lebanon,Daraiya
275853,Lebanon,Dalhoun
276317,Lebanon,Bterram
276359,Lebanon,Bcharre
276366,Lebanon,Bsalim
276377,Lebanon,Broummana
276692,Lebanon,Beit Chabab
276781,Lebanon,Beirut
276965,Lebanon,Barja
277121,Lebanon,Blat
277130,Lebanon,Baalbek
277224,Lebanon,Baabdat
277226,Lebanon,Baabda
278159,Lebanon,Chiyah
278682,Lebanon,Aaramoun
278792,Lebanon,Antelias
278928,Lebanon,Enfe
278936,Lebanon,Amioun
278944,Lebanon,Amchit
279267,Lebanon,El Fanar
280328,Lebanon,Batroun
280425,Lebanon,Aaley
280686,Lebanon,Adonis
280693,Lebanon,Adma
280733,Lebanon,Dbaiye
281102,Palestine,Rafah
281124,Palestine,Khan Yunis
281133,Palestine,Gaza
281184,Israel,Jerusalem
281577,Palestine,Tulkarm
281581,Palestine,Tubas
282039,Palestine,Salfit
282163,Israel,Kiryat Netafim
282239,Palestine,Ramallah
282615,Palestine,Nablus
282926,Israel,Modi‘in Makkabbim Re‘ut
283506,Palestine,Jenin
283621,Palestine,Idhna
284315,Palestine,Bethlehem
284899,Palestine,Jericho
285066,Palestine,Hebron
285455,Kuwait,Shumaymah
285570,Kuwait,
285590,Kuwait,Kayfan
285603,Kuwait,Janub as Surrah
285629,Kuwait,Hawalli
285663,Kuwait,Bayan
285698,Kuwait,As Sulaybikhat
285704,Kuwait,As Salimiyah
285713,Kuwait,Ash Shuwaykh
285721,Kuwait,Al Shamiya
285726,Kuwait,Ar Rumaythiyah
285728,Kuwait,Ar Riqqah
285734,Kuwait,Ar Rawdah
285787,Kuwait,Kuwait City
285788,Kuwait,
285799,Kuwait,Al Jahra
285803,Kuwait,Al Hujayjah
285810,Kuwait,Al Funaytis
285811,Kuwait,Al Fahahil
285812,Kuwait,Al Fintas
285815,Kuwait,Al Farwaniyah
285839,Kuwait,Al Ahmadi
285855,Kuwait,Ad Dawhah
285856,Kuwait,Ad Dasmah
285866,Kuwait,Abraq Khaytan
286091,Oman,Al `Udhaybah ash Shamaliyah
286188,Oman,Taqah
286245,Oman,Sur
286282,Oman,Sohar
286293,Oman,Sufalat Sama'il
286402,Oman,Shinas
286621,Oman,Salalah
286647,Oman,Saham
286696,Oman,Ruwi
286715,Oman,Ar Rumays
286726,Oman,Ar Raddah
286963,Oman,
286987,Oman,Nizwa
287275,Oman,Mutrah
287286,Oman,Muscat
287614,Oman,Khasab
287814,Oman,Izki
287830,Oman,Ibri
287832,Oman,Ibra'
287939,Oman,Hayma'
288300,Oman,Ghala
288438,Oman,Falaj Harran
288709,Oman,Manah
288721,Oman,Bidbid
288764,Oman,Bawshar
288967,Oman,Seeb
289011,Oman,Rustaq
289317,Oman,Buraimi
289523,Qatar,Umm Salal Muhammad
289688,Qatar,
289739,Qatar,Madinat ash Shamal
289813,Qatar,Dukhan
289847,Qatar,Az Za`ayin
289877,Qatar,Ash Shihaniyah
289888,Qatar,Ar Rayyan
289913,Qatar,Al Wukayr
289915,Qatar,Al Wakrah
289962,Qatar,Al Khor
290030,Qatar,Doha
290087,Bahrain,Umm al Hassam
290091,Bahrain,Tubli
290104,Bahrain,Sitrah
290118,Bahrain,Sar
290120,Bahrain,Sanad
290121,Bahrain,Sanabis
290127,Bahrain,Salmabad
290160,Bahrain,Qalali
290163,Bahrain,Nur Juruft
290187,Bahrain,Madinat `Isa
290201,Bahrain,Karzakkan
290203,Bahrain,Karranah
290204,Bahrain,Karbabad
290226,Bahrain,Jannusan
290247,Bahrain,Madinat Hamad
290260,Bahrain,Dumistan
290269,Bahrain,Dar Kulayb
290275,Bahrain,Bu Quwah
290286,Bahrain,Barbar
290287,Bahrain,Bani Jamrah
290291,Bahrain,
290294,Bahrain,Az Zinj
290296,Bahrain,Az Zallaq
290299,Bahrain,Oil City
290306,Bahrain,Ash Shakhurah
290332,Bahrain,Al Muharraq
290340,Bahrain,Manama
290351,Bahrain,Al Jasrah
290352,Bahrain,Al Janabiyah
290359,Bahrain,Al Hamalah
290363,Bahrain,Al Hadd
290368,Bahrain,Al Budayyi`
290385,Bahrain,Ad Diraz
290557,United Arab Emirates,
290594,United Arab Emirates,Umm al-Quwain
291074,United Arab Emirates,Ras al-Khaimah
291075,United Arab Emirates,
291617,United Arab Emirates,Lazimah
291694,United Arab Emirates,Khawr Kalba
291696,United Arab Emirates,Khor'fakkan
291763,United Arab Emirates,Kalba
291775,United Arab Emirates,Jumayra
292223,United Arab Emirates,Dubai
292239,United Arab Emirates,Dibba Al-Hisn
292261,United Arab Emirates,Dayrah
292672,United Arab Emirates,Sharjah
292688,United Arab Emirates,Ar Ruways
292862,United Arab Emirates,Hatta
292878,United Arab Emirates,Fujairah
292913,United Arab Emirates,Al Ain
292932,United Arab Emirates,Ajman
292968,United Arab Emirates,Abu Dhabi
292991,United Arab Emirates,Abu Hayl
293009,Israel,Be'er Toviyya
293014,Israel,Zur Moshe
293020,Israel,Zur Hadassa
293038,Israel,Zofit
293050,Israel,Ziqim
293057,Israel,Zippori
293078,Israel,Zetan
293080,Israel,Zerufa
293092,Israel,Zelafon
293093,Israel,Misgav Dov
293094,Israel,Zekharya
293100,Israel,Safed
293134,Israel,Zafririm
293148,Israel,Yotvata
293181,Israel,Yirka
293182,Israel,Yinnon
293186,Israel,Yiftah
293203,Israel,Yeruham
293207,Israel,Yehud
293214,Israel,Yedidya
293215,Israel,Yaziz
293220,Israel,Yavne'el
293222,Israel,Yavne
293228,Israel,Yashresh
293231,Israel,Yarhiv
293233,Israel,Yaqum
293235,Israel,Yanuv
293248,Israel,Yagur
293253,Israel,Jaffa
293256,Israel,Yad Rambam
293257,Israel,Yad Natan
293259,Israel,Yad Hanna
293279,Israel,Urim
293286,Israel,Umm el Fahm
293291,Israel,Udim
293304,Israel,Tirat Zevi
293305,Israel,Tirat Yehuda
293308,Israel,Tirat Carmel
293310,Israel,Timrat
293317,Israel,Timmorim
293322,Israel,Tiberias
293329,Israel,Tenuvot
293334,Israel,Tel Yosef
293354,Israel,Tel Mond
293396,Israel,
293397,Israel,Tel Aviv
293419,Israel,Tarum
293420,Israel,Ma'alot-Tarshiha
293426,Israel,Tamra
293431,Israel,Tal Shahar
293435,Israel,Talme Yafe
293436,Israel,Talme Menashe
293455,Israel,Sitriyya
293464,Israel,Kefar Hoshen
293475,Israel,Shoval
293476,Israel,Shoresh
293482,Israel,Shomera
293508,Israel,Shetulim
293522,Israel,Shelomi
293538,Israel,Shefayim
293539,Israel,Shefar`am
293543,Israel,Shave Ziyyon
293548,Israel,Sharona
293558,Israel,Shamir
293571,Israel,Shahar
293576,Israel,Shafir
293577,Israel,Shadmot Devora
293605,Israel,Segev
293612,Israel,Sde Zevi
293615,Israel,Sde Ya'aqov
293616,Israel,Sde Warburg
293619,Israel,Sderot
293622,Israel,Sde Moshe
293628,Israel,Sde Boker
293633,Israel,Savyon
293637,Israel,Sasa
293640,Israel,Sarid
293655,Israel,Sakhnin
293657,Israel,Sajur
293672,Israel,Sa`ad
293682,Israel,Ruhama
293688,Israel,Rosh Pinna
293690,Israel,Rosh Ha‘Ayin
293701,Israel,Rishpon
293703,Israel,Rishon LeZiyyon
293704,Israel,Rinnatya
293711,Israel,Revivim
293712,Israel,Revadim
293718,Israel,Reshafim
293725,Israel,Rehovot
293729,Israel,Regba
293730,Israel,Regavim
293751,Israel,Rannen
293755,Israel,Ramot Menashe
293757,Israel,Ramot HaShavim
293766,Israel,Ram On
293768,Israel,Ramla
293772,Israel,Ramat Zevi
293773,Israel,Ramat Yishai
293778,Israel,Ramat Pinkas
293781,Israel,Ramat HaShofet
293783,Israel,Ramat HaSharon
293785,Israel,Ramat HaKovesh
293788,Israel,Ramat Gan
293791,Israel,Ramat Dawid
293793,Israel,Rama
293807,Israel,Raanana
293821,Israel,Qiryat Ye`arim
293822,Israel,Qiryat Yam
293823,Israel,Qiryat Tiv`on
293825,Israel,Qiryat Shemona
293831,Israel,Qiryat Moẕqin
293835,Israel,Qiryat Mal'akhi
293842,Israel,Kiryat Gat
293844,Israel,Qiryat Bialik
293845,Israel,Qiryat Ata
293852,Israel,Qidron
293857,Israel,Qevuzat Yavne
293896,Israel,Qalansuwa
293898,Israel,Kadima
293906,Israel,Poriyya
293917,Israel,Nefat Petah Tiqwa
293918,Israel,Petaẖ Tiqwa
293940,Israel,Parod
293942,Israel,Pardesiyya
293943,Israel,Pardes Hanna Karkur
293951,Israel,Palmahim
293962,Israel,Or Yehuda
293963,Israel,Orot
293965,Israel,Or HaNer
293969,Israel,Or Akiva
293970,Israel,Oranim
293976,Israel,Ora
293977,Israel,Qiryat Ono
293978,Israel,Omez
293983,Israel,Omen
293985,Israel,`Olesh
293992,Israel,Ofakim
294003,Israel,Nordiyya
294005,Israel,Nogah
294007,Israel,Nofekh
294021,Israel,Nir Zevi
294023,Israel,Nir Yisra'el
294024,Israel,Nir Yafe
